 ,hi,en
wss1932,yanu esa /kqa/k Nk xbZ FkhA,The haze enveloped London.
wss1934,jktk us viuh rkdr dk nq#i;ksx fd;kA,The king abused his power.
wss1936,dSnh dks fjgk dj fn;k x;kA,The prisoner was released.
wss1938,esjs dejs esa Vhoh ugha gSA,There is no TV in my room.
wss1940,dksbZ vkSj jkLrk Hkh gksxkA,There must be another way.
wss1942,;s lsc cgqr cM+s gSaA,These are very big apples.
wss1944,os fQYe ns[k jgs gSaA,They are watching a movie.
wss1946,"mUgksaus ,d&nwljs dks ns[kkA",They looked at each other.
wss1948,;g est ydM+h dh cuh gSA,This desk is made of wood.
wss1950,esjs ikik dk ?kj gSA,This is my father's house.
wss1952,vkt Lora=rk fnol gSA,Today is Independence Day.
wss1954,V‚e [kqn dks jksus ls jksd u ldkA,Tom couldn't help but cry.
wss1956,";gk¡ chl ifjokj cls gq, gSaA",Twenty families live here.
wss1958,"ge lc V‚e ds fy, nq%[kh FksA",We all felt sorry for Tom.
wss1960,geus njokts dks gjs jax ls iksr fn;kA,We painted the door green.
wss1962,ge rkykc ds vkl&ikl VgysaA,We walked around the pond.
wss1964,vkidh j{kk djuk gekjk dke gSA,We're here to protect you.
wss1966,og fdruk ulhcokyk gS!,What a lucky person he is!
wss1968,rqeus dy D;k fd;k\,What did you do yesterday?
wss1970,rqe eq>ls D;k djokuk pkgrs gks\,What do you want me to do?
wss1972,rqEgkjk lcls ilanhrk [kkuk dkSulk gS\,What's your favorite food?
wss1974,diM+s cnyus dk dejk dgk¡ ij gS\,Where's the changing room?
wss1976,eq>ls ckr D;ksa dj jgs gks\,Why are you talking to me?
wss1978,"esjs fy, FkksM+h txg cukvksxs D;k\",Will you make room for me?
wss1980,esjs flxjsV ihus ij vkidks vkifÙk rks ugha gksxh\,Would you mind if I smoke?
wss1982,dy esjk tUefnu FkkA,Yesterday was my birthday.
wss1984,"rqe Fkd x, gks] gS uk\","You are tired, aren't you?"
wss1986,"rqEgs rqjar tkuk pkfg,A",You had better go at once.
wss1988,"rqEgkjs ikl ,d dqÙkk gS] gS u\","You keep a dog, don't you?"
wss1990,dkSvk dks;ys tSlk dkyk gksrk gSA,A crow is as black as coal.
wss1992,"njokts ij ,d vkneh fn[kkbZ fn;kA",A man appeared at the door.
wss1994,eq>ls dy fQj vkdj feyukA,Come see me again tomorrow.
wss1996,vkids ikl vikSbaVesaV gS D;k\,Do you have an appointment?
wss1998,eq>s okil Qksu djuk er HkwyukA,Don't fail to call me back.
wss2000,",slk er cksyksA",Don't say things like that.
wss2002,mu lHkh ds ikl lkbZdy gSA,Each of them has a bicycle.
wss2004,ikik Qwyksa dks ikuh ns jgs gSaA,Father is watering flowers.
wss2006,xzhd yksx Hkh vDlj eNyh [kkrs gSaA,"Greeks often eat fish, too."
wss2008,rqeus dHkh Dokyk ns[kk gS\,Have you ever seen a koala?
wss2010,mlus eq>ls FkksM+s iSls ek¡xsA,He asked me for some money.
wss2012,og iqfyl vQlj cu x;kA,He became a police officer.
wss2014,eSa tks Hkh dgrk gw¡ og esjk ;dhu dj ysrk gSA,He believes whatever I say.
wss2016,mlus flxjsV ihuk NksM+us dk QSlyk fd;kA,He decided to quit smoking.
wss2018,mlus dke vius&vki fd;kA,He did the work on his own.
wss2020,mldh esjh cgu ds lkFk lxkbZ gks pqdh gSA,He is engaged to my sister.
wss2022,og dHkh&dHkkj eq>ls feyus vkrk FkkA,He occasionally visited me.
wss2024,"mlus njokts ds ikl ,d dqÙkk ns[kkA",He saw a dog near the door.
wss2026,og vkerkSj ij ?kj nsj ls vkrk gSA,He usually comes home late.
wss2028,og fiNys lky D;ksVks x;k FkkA,He visited Kyoto last year.
wss2030,og Dykl esa ges'kk nsj ls vkrk gSA,He's always late for class.
wss2032,mldh jk; csdkj gSA,His opinions are worthless.
wss2034,bZekunkjh loksZÙke uhfr gSA,Honesty is the best policy.
wss2036,og fdrus fnuksa ls chekj gS\,How long has she been sick?
wss2038,rqEgkjs ikl fdruh fdrkcsa gSa\,How many books do you have?
wss2040,eq>s vaxzsth esa fnypLih gSA,I am interested in English.
wss2042,eSa vkerkSj ds eqdkcys esa nsj ls vk;kA,I arrived later than usual.
wss2044,og tks Hkh dgs] eq>s ml ij ;dhu gSA,I believe whatever he says.
wss2046,eSaus nks ntZu isuflysa [kjhnhaA,I bought two dozen pencils.
wss2048,"eq>ls vkSj dke ugha fd;k tk,xkA",I can't take any more work.
wss2050,eSa jkst chl ehy pyrk gw¡A,I cover twenty miles a day.
wss2052,eSa mldk fcydqy Hkh ;dhu ugha djrkA,I don't believe him at all.
wss2054,os tks ethZ dgsa eq>s mlls dksbZ QdZ ugha iM+rkA,I don't care what they say.
wss2056,eq>s le> esa ugha vk jgk fd D;k i<+w¡A,I don't know what to study.
wss2058,eq>s mlds çLrko dks vLohdkj djuk iM+kA,I had to decline his offer.
wss2060,eSa V‚e vkSj t‚u ds chp esa cSBkA,I sat between Tom and John.
wss2062,eSa † twu] ƒ‹‰† dks iSnk gqvk FkkA,"I was born on June 4, 1974."
wss2064,eSa fiNys eghus yanu esa FkkA,I was in London last month.
wss2066,eSa 'kgj dk uD'kk [kjhnuk pkgrk gw¡A,I'd like a map of the city.
wss2068,eSa fudEek gw¡A,I'm a good-for-nothing bum.
wss2070,"eSa ,d cw<+s vkneh dh ryk'k es gw¡A",I'm looking for an old man.
wss2072,pwgk ftUnk gS ;k ej x;k gS\,Is the mouse dead or alive?
wss2074,;gk¡ ij eqf'dy ls dHkh ckfj'k gksrh gSA,It hardly ever rains there.
wss2076,dgk tkrk gS fd og chekj gSA,It is said that he is sick.
wss2078,eq>s cgqr etsnkj yxrh gS!,It seems interesting to me.
wss2080,eqlyk/kkj ckfj'k gksrh gSA,It's raining cats and dogs.
wss2082,"lc yksxksa ds fy, ,d leku gSA",It's the same for everyone.
wss2084,"esjh cqvk&th esjs fy, Qwy ykbZaA",My aunt brought me flowers.
wss2086,"esjs c‚l ""gk¡"" ugha dgsaxsA",My boss will not say 'yes'.
wss2088,gekjh Vªsu vpkud #d xbZA,Our train stopped suddenly.
wss2090,tgk¡ Hkh j[kuk gS j[knksA,Place it wherever you like.
wss2092,og vius dqÙks dks f[kykuk Hkwy xbZA,She forgot to feed her dog.
wss2094,mlds gkFk&iSj yEcs gSaA,She has long arms and legs.
wss2096,og cq[kkj ds lkFk fcLrj esa ysVh gqbZ gSA,She is in bed with a fever.
wss2098,mldks dgkuh igys ls gh irk FkhA,She knew the story already.
wss2100,mls viuk Ldwy cgqr ilan gSA,She likes her school a lot.
wss2102,og Vsful cgqr vPNk [ksyrh gSA,She plays tennis very well.
wss2104,og vpkud ls e'kgwj cu xbZA,She suddenly became famous.
wss2106,og vius dejs esa jks jgh FkhA,She was crying in her room.
wss2108,viuk vPNs ls [k़;ky j[kukA,Take good care of yourself.
wss2110,;g rks cgqr gh vPNk lq>ko gSA,That's really a great idea.
wss2112,mls tks MCck feyk og [kkyh FkkA,The box he found was empty.
wss2114,nqYgu vpkud ls g¡l iM+hA,The bride suddenly laughed.
wss2116,ml vkneh us eq>s lj ij ekjkA,The man hit me on the head.
wss2118,bl nokbZ dk Lokn cgqr dM+ok gSA,The medicine tastes bitter.
wss2120,mlds twrksa ij dhpM+ yxh gqbZ FkhA,The mud clung to his shoes.
wss2122,;g miU;kl cgqr jksekapd gSA,The novel is very exciting.
wss2124,isaV vHkh rd lw[kk ugha gSA,The paint hasn't dried yet.
wss2126,cjlkr iwjs fnu gksrh jghA,The rain continued all day.
wss2128,;g ikuh fi;k ugha tk ldrk gSA,The water is not drinkable.
wss2130,est ij cLrk j[kk gqvk gSA,There is a bag on the desk.
wss2132,;g xkM+h tkiku esa cuh FkhA,This car was made in Japan.
wss2134,";g o""kkZ _rq dk ekSle gSA",This is the monsoon season.
wss2136,;g 'kCn xzhd ls vkrk gSA,This word comes from Greek.
wss2138,V‚e vkSj eSa nksuksa ogk¡ jgsaxsA,Tom and I'll both be there.
wss2140,V‚e] eq>s rqels ckr djuh gSA,"Tom, I want to talk to you."
wss2142,cÙkh can djnks] IyhtA,"Turn off the light, please."
wss2144,ge lc mlds etkd ij g¡lsA,We all laughed at his joke.
wss2146,geus mldk tUefnu euk;kA,We celebrated his birthday.
wss2148,gesa ugha irk ge dgk¡ gSaA,We don't know where we are.
wss2150,"ges viuk oknk fuHkkuk pkfg,A",We should keep our promise.
wss2152,geus ml mEehnokj dks pqukA,We voted for the candidate.
wss2154,geus ml mEehnokj dks viuk er fn;kA,We voted for the candidate.
wss2156,"ges dsoy lEiw.kZ okD; pkfg,¡A",We want complete sentences.
wss2158,geus mldk fglkc yxk fy;kA,We've got that figured out.
wss2160,esjh ckr us mlds vfHkeku ij pksV igq¡pkbZA,What I said hurt his pride.
wss2162,bl i{kh dk uke D;k gS\,What do you call this bird?
wss2164,gekjs vkSjMj dk D;k gqvk\,What happened to our order?
wss2166,lkjk czWM dgk¡ pyk x;k\,Where did all the bread go?
wss2168,diM+s cnyus dk dejk dgk¡ ij gS\,Where is the changing room?
wss2170,rqe esjh ckr lqurs D;ksa ugha gks\,Why don't you listen to me?
wss2172,cÙkh pkyw dj nksxs D;k\,Will you turn on the light?
wss2174,rqe ges'kk f'kdk;r djrs jgrs gksA,You are always complaining.
wss2176,vki xyr Vªsu ij gSaA,You are on the wrong train.
wss2178,",d fnu esa pkSchl ?kaVs gksrs gSaA",A day has twenty-four hours.
wss2180,vki blds fgr esa gSa ;k ugha\,Are you for or against this?
wss2182,"ge vkf[kjdkj >hy rd igq¡p x,A","At last, we got to the lake."
wss2184,vxyh ckj viuh cgu dks Hkh lkFk ykukA,Bring your sister next time.
wss2186,D;k rqe eq>s mM+uk fl[kk ldrs gks\,Can you teach me how to fly?
wss2188,dukMk tkiku ls cM+k gSA,Canada is larger than Japan.
wss2190,FkksM+k /khjs cksy ldrs gSa D;k\,Could you speak more slowly?
wss2192,rqEgkjs ikl dksd&'kksd gS D;k\,Do you have any soft drinks?
wss2194,rqEgkjs ikl eaxyokj dks le; gS D;k\,Do you have time on Tuesday?
wss2196,vkidks dgha tkuk gS\,Do you want to go somewhere?
wss2198,"lc V‚e ds fy, nq%[kh Fks I",Everyone felt sorry for Tom.
wss2200,lHkh mldh vPNkbZ djrs gSA,Everyone speaks well of him.
wss2202,¶jkUl if'peh ;wjksi esa gSA,France is in Western Europe.
wss2204,¶jkUl if'peh ;wjksi esa gSA,France is in western Europe.
wss2206,mlus vpkud ls njoktk can fd;kA,He closed the door suddenly.
wss2208,og yEch lkal ugha ys ikrk FkkA,He could not breathe deeply.
wss2210,mldks rSjuk ugha vkrkA,He doesn't know how to swim.
wss2212,mlus eq>s og fu;e le>k;kA,He explained the rule to me.
wss2214,og viuh dcz [kksn jgk gSA,He is digging his own grave.
wss2216,og gj jkst cslc‚y [ksyrk gSA,He plays baseball every day.
wss2218,mls ¶jkulhlh teZu ls t~;knk vPNh yxrh gSA,He prefers French to German.
wss2220,mlus ;g fdrkc dy i<+h FkhA,He read this book yesterday.
wss2222,mlus viuk uke nksckjk /khjs ls cksykA,He repeated his name slowly.
wss2224,og eq>ls xqyke dh rjg crkZo djrk gSA,He treats me like his slave.
wss2226,og esjs ctk; ogka x;kA,He went there instead of me.
wss2228,mldk tUefnu bDdhl vxLr dks gSA,His birthday is August 21st.
wss2230,vki ;gk¡ fdrus fnu jgsaxs\,How long will you stay here?
wss2232,"eSa mlds lkFk lSj ds fy, x;kA",I accompanied her on a walk.
wss2234,eq>s yxrk gS fd rqEgs rqEgkjk dke vPNk yxrk gSA,I believe you like your job.
wss2236,eSa fiNys jfookj ckgj ugha fudyk FkkA,I didn't go out last Sunday.
wss2238,eq>s ugha irk fd mldks irk gS fd ughaA,I don't know if he knows it.
wss2240,eq>s ugha irk fd V‚e dks D;k irk gSA,I don't know what Tom knows.
wss2242,eq>s ugha irk fd mUgsa D;k irk gSA,I don't know what they know.
wss2244,esus mls fu;e le>k;kA,I explained the rule to him.
wss2246,"esjs ikl tks Hkh iSls Fks eSaus mls ns fn,A",I gave him what money I had.
wss2248,eSaus mls igys dHkh ugha ns[kk FkkA,I had never seen him before.
wss2250,eSaus viuk dejk vHkh vHkh lkQ fd;k gSA,I have just cleaned my room.
wss2252,eSaus mls rhu ckj ns[kk gSA,I have seen her three times.
wss2254,eq>s mldh fpëh dk tokc nsuk gSA,I have to answer his letter.
wss2256,eSa dy rqEgkjs firkth ls feykA,I met your father yesterday.
wss2258,eq>s lk;dy pykuk pyus ls t~;knk ilan gSA,I prefer walking to cycling.
wss2260,"eSaus mls lM+d ikj djrs gq, ns[kkA",I saw him crossing the road.
wss2262,esjk tUe lu ƒ‹‰‰ esa vkslkdk esa gqvk FkkA,I was born in Osaka in 1977.
wss2264,eSa dy mlls feyus tkÅ¡xkA,I will call on him tomorrow.
wss2266,eSa bl jfookj dks MîwVh ij gw¡xkA,I'll be on duty this Sunday.
wss2268,"ekQ dhft,xk] esjs ikik vHkh ?kj ij ugha gSaA","I'm sorry, my father is out."
wss2270,tgk¡ Hkh ?kqlkuk gS ?kqlk nksA,Insert it wherever you like.
wss2272,"yksgk ,d cgqr mi;ksxh /kkrq gSA",Iron is a very useful metal.
wss2274,esfDldks esa LiSfu'k cksyh tkrh gS D;k\,Is Spanish spoken in Mexico?
wss2276,"rdjhcu nl ,d vjc ;su gksaxs\",Is it about ten million yen?
wss2278,vaxzsth cksyuk eqf'dy gksrk gS D;k\,Is it hard to speak English?
wss2280,;g ljklj le; dh cckZnh gSA,It is a sheer waste of time.
wss2282,";g esjs fy, djuk cgqr vklku FkkA",It was easy for me to do so.
wss2284,"og esjs fy, cgqr dfBu FkkA",It was too difficult for me.
wss2286,ekuks dksbZ liuk lp vk x;k gksA,It's like a dream come true.
wss2288,gesa vius [kpsZ de djus gksaxsA,Let's cut down our expenses.
wss2290,esjh dks Lik tkuk ilan gSA,Mary loves going to the spa.
wss2292,esjh thUl iSaV /kqykbZ esa fldqM+ xbZA,My jeans shrank in the wash.
wss2294,"tokc u nsuk Hkh ,d rjg dk tokc gksrk gSA",No answer is also an answer.
wss2296,ml cM+s MCcs dks dksbZ Hkh ugha fgyk ldrkA,No one can move the big box.
wss2298,fdlh us Hkh esjs loky dk tokc ugha fn;kA,Nobody answered my question.
wss2300,fdlh vkSj us enn djus dh bPNk çdV ugha djhA,Nobody else offered to help.
wss2302,"eq>s ,d di pk; nhft,A",Please give me a cup of tea.
wss2304,"—i;k /kheh vkokt esa ckr dhft,A",Please speak in a low voice.
wss2306,ns[kks ckgj D;k gks jgk gSA,See what's going on outside.
wss2308,mlus mldks vdsys tkus fn;kA,She allowed him to go alone.
wss2310,mlus vkea=.k dks Lohdkj ugha fd;kA,She declined the invitation.
wss2312,mlus xyr uEcj feyk MkykA,She dialed the wrong number.
wss2314,mlus dgk fd og [kq'k FkhA,She said that she was happy.
wss2316,"mlus lkS M‚yj cpk fy,A",She saved a hundred dollars.
wss2318,mldk ilZ mlls pqjk fy;k x;kA,She was robbed of her purse.
wss2320,og vius ckyksa dks twM+s esa ck¡/krh gSA,She wears her hair in a bun.
wss2322,;gk¡ /kweziku djuk euk gSA,Smoking is not allowed here.
wss2324,flikfg;ksa dks [krjs ls [ksyus dh vknr gksrh gSA,Soldiers are used to danger.
wss2326,fdlh us njokts ij [kV[kVk;kA,Someone knocked on the door.
wss2328,esfDldks esa LiSfu'k cksyh tkrh gSA,Spanish is spoken in Mexico.
wss2330,vaxzsth cksyuk vklku ugha gSA,Speaking English isn't easy.
wss2332, 'kkafr ls [kM+s jgksA,Stand still and keep silent.
wss2334,"vius eksts mrkfj,A","Take off your socks, please."
wss2336,"nl ?kj tydj jk[k gks x,A",Ten houses were burned down.
wss2338,"ml fnu ds fy, cgqr cgqr /kU;oknA",Thank you for the other day.
wss2340,M‚DVj lkgc] vkidk cgqr cgqr /kU;oknA,"Thank you very much, doctor."
wss2342,og uxj nks ehy nwj gSA,That town is two miles away.
wss2344,tkikfu;ksa dh vk¡[ksa dkyha gksrha gSaA,The Japanese have dark eyes.
wss2346,xje ikuh ugha py jgk gSA,The hot water isn't running.
wss2348,dejs esa rEckdw dh egd FkhA,The room smelled of tobacco.
wss2350,nqdku vkt can gSA,The store is not open today.
wss2352,est ij fdrkc gSA,There is a book on the desk.
wss2354,os nksuksa vPNs v/;kid gSaA,They are both good teachers.
wss2356,bl edku esa X;kjg dejs gSaA,This house has eleven rooms.
wss2358,;g vlyh ghjk gksxkA,This must be a real diamond.
wss2360,vkt eSa pkj lky dk gks x;k gw¡A,Today I turn four years old.
wss2362,V‚e vHkh xkM+h ugha pyk ldrkA,Tom isn't able to drive yet.
wss2364,V‚e us mls vkx ls cpk fy;kA,Tom saved her from the fire.
wss2366,ge pk; phuh ds lkFk ysrs gSaA,We drink our tea with sugar.
wss2368,geus cM+h ekSt djhA,We really enjoyed ourselves.
wss2370,ge iM+kslh gqvk djrs FksA,We were next-door neighbors.
wss2372,"rqe ;gk¡ D;ksa vk, gks\",What have you come here for?
wss2374,nf{k.k VfeZuy dgk¡ ij gS\,Where is the south terminal?
wss2376,vki dgk¡ cSBuk pkgsaxs\,Where would you like to sit?
wss2378,rqe gels feyus D;ksa ugha vkrs\,Why don't you come visit us?
wss2380,rqe fons'k tkuk pkgrh gks D;k\,Would you like to go abroad?
wss2382,rqe ugha vk jgs gks uk\,"You are not coming, are you?"
wss2384,rqe ml Mªsl esa vPNh yxrh gksA,You look nice in that dress.
wss2386,"vius n¶rj dks ges'kk lkQ&lqFkjk j[kuk pkfg,A",Always keep your office tidy.
wss2388,os tkikuh gSa ;k phuh\,Are they Japanese or Chinese?
wss2390,rqe ;gk¡ fdlh ls fey jgs gks D;k\,Are you meeting someone here?
wss2392,[kkuk [kkus ds ckn nk¡rksa dks lkQ djksA,Brush your teeth after meals.
wss2394,"js[kkafdr 'kCnksa dks lq/kkfj,A",Correct the underlined words.
wss2396,rqEgkjs ikl fVdVsa cpha gSa D;k\,Do you have any tickets left?
wss2398,"rqEgs Hkk""k.k nsuk gksxk D;k\",Do you have to make a speech?
wss2400,D;k vkidks irk gS mlus D;k fd;k gS\,Do you know what he has done?
wss2402,cPps dks tcjnLrh er f[kykvksA,Don't force the child to eat.
wss2404,bl nhokj ij er >q¡dksA,Don't lean against this wall.
wss2406,vesfjdk esa vaxzsth cksyh tkrh gSA,English is spoken in America.
wss2408,QqVc‚y esjk lcls ilanhrk [ksy gSA,Football is my favorite game.
wss2410,"rqe dHkh v¶jhdk x, gq, gks D;k\",Have you ever been to Africa?
wss2412,"rqe dHkh dukMk x, gks D;k\",Have you ever been to Canada?
wss2414,vkius dHkh fdrkc fy[kh gS D;k\,Have you ever written a book?
wss2416,"rqEgkjs xqykc f[ky x, gSa D;k\",Have your roses come out yet?
wss2418,og dy rqels feyus vk;k FkkA,He came to see you yesterday.
wss2420,mlus fiNys lky Ldwy cnyk FkkA,He changed schools last year.
wss2422,"mlds ikl thus ds fy, t~;knk le; ugha gSA",He doesn't have long to live.
wss2424,og dSuVhu esa yUp [kkrk gSA,He eats lunch at a cafeteria.
wss2426,og Vsful vPNk [ksyrk gSA,He is good at playing tennis.
wss2428,mlus vius csVs dks dku ls idM+ dj [khapkA,He pulled his son by the ear.
wss2430,mlus vius gh ?kj dks vkx yxk nhA,He set fire to his own house.
wss2432,mls ;s dehtsa /kqyokuha gSaA,He wants these shirts washed.
wss2434,"mldh M‚DVj cuus dh vfHkyk""kk gSA",He wishes to become a doctor.
wss2436,"os dke ls 'kgj ls ckgj x, gq,¡ gSaA",He's out of town on business.
wss2438,mlds diM+s ges'kk cncw djrsa gSaA,His clothes always smell bad.
wss2440,"mldk yEck Hkk""k.k lqudj ge lc cksj gks x,A",His long speech bored us all.
wss2442,rqe mls dSls tkurs Fks\,How did you come to know her?
wss2444,"esjs [k़;ky ls rqEgs flxjsV ihuk NksM+ nsuk pfg,A",I advise you to stop smoking.
wss2446,"eSa rqEgkjs lkFk ,d gn rd lger gw¡A",I agree with you to a degree.
wss2448,eSa rqels t~;knk [kwclwjr gw¡A,I am more beautiful than you.
wss2450,eSa urhts ls [kq'k gw¡A,I am pleased with the result.
wss2452,eSaus nw/k dh nks cksrysa [k़jhnhaA,I bought two bottles of milk.
wss2454,eSa rqEgsa ;g djus ugha ns ldrkA,I can't allow you to do that.
wss2456,eSa ml ckjs esa dqN cksy ugha ldrkA,I can't really talk about it.
wss2458,"eSa ugha pkgrk Fkk fd ,slk gksA",I didn't want this to happen.
wss2460,eq>s vHkh [kkuk [kkus dk eu ugha gSA,I don't feel like eating now.
wss2462,eq>s d‚Qh ihuk ilan ughaA,I don't like to drink coffee.
wss2464,eSaus fgj.k ds iSjksa ds fu'kkuksa dk ihNk fd;kA,I followed the deer's tracks.
wss2466,"eSaus ,d lky ds fy, flxjsV ihuk NksM+ fn;k FkkA",I gave up smoking for a year.
wss2468,eq>s ihB esa cqjh rjg ls nnZ gks jgk gSA,I have a bad pain in my back.
wss2470,eSaus mldks viuh dke;kch ds ckjs esa crk;kA,I informed her of my success.
wss2472,eq>s foKku vkSj xf.kr nksuksa ilan gSaA,I like both science and math.
wss2474,eSaus mlds lkFk rqEgkjk uke fy;k FkkA,I mentioned your name to him.
wss2476,lc yksx eq>ij g¡lsA,I was laughed at by everyone.
wss2478,eSa ogk¡ nfl;ksa ckj tk pqdk gw¡A,I went there dozens of times.
wss2480,eSaus iwjs fnu [ksr esa dke fd;kA,I worked on the farm all day.
wss2482,"eSa mldh lqj{kk ds fy, ijs'kku gw¡A",I'm anxious about his safety.
wss2484,eSa X;kjg cts dh Vªsu idM+ jgk gw¡A,I'm catching the 11:00 train.
wss2486,og bZekunkj yxrk gSA,It appears that he is honest.
wss2488,NksVh mez esa ejuk mlds HkkX; esa FkkA,It was her fate to die young.
wss2490,;g mldh fpëh dk tokc gSA,It's an answer to her letter.
wss2492,mlls cgl djus esa dksbZ Qk;nk ugha gSA,It's no use arguing with him.
wss2494,"uhps jgks] ugha rks rqEgsa xksyh yx tk,xhA","Keep down, or you'll be shot."
wss2496,t~;knkrj yksxksa dks Vhoh ns[kuk vPNk yxrk gSA,Most people like watching TV.
wss2498,esjs HkkbZ dh ;knnk'r vPNh gSA,My brother has a good memory.
wss2500,"esjs ikik vHkh vHkh ?kj okil vk,¡ gSaA",My father has just come home.
wss2502,esjh ukuh /khjs&/khjs cksyrha gSaA,My grandmother speaks slowly.
wss2504,flDdksa dks bdëk djuk esjk 'kkSd gSA,My hobby is collecting coins.
wss2506,esjk Qksu [kjkc gSA,My telephone is out of order.
wss2508,vc muds rhu cPps gSaA,Now they have three children.
wss2510,",d Hkk""kk dHkh dkQh ugha gksrhA",One language is never enough.
wss2512,bldks viuk ?kj gh le>ksA,Please make yourself at home.
wss2514,"eq>s viuh dkSih fn[kkbZ,A",Please show me your notebook.
wss2516,—i;k ik¡p feuV barstkj djsaA,Please wait for five minutes.
wss2518,"cksyks rqEgs dkSulk pkfg,A",Say which one you would like.
wss2520,lsbpks ekRlqeksrks dk fu/ku lu ƒ‹‹„ esa gqvkA,Seicho Matumoto died in 1992.
wss2522,mudh ekSr dy nksigj dks gqbZ FkhA,She died yesterday afternoon.
wss2524,"og FkksM+h nsj esa gh okil vk tk,xhA",She will be back before long.
wss2526,?kwefQjdj ckr er djks] lh/ks&lh/ks cksyksA,Stop beating around the bush.
wss2528,pk; Hkkjr esa cgqr mxkbZ tkrh gSA,Tea is widely grown in India.
wss2530,bldk rqels dksbZ ysuk&nsuk ugha gSA,That is no business of yours.
wss2532,"blfy, D;ksafd rqe yM+dh gksA",That's because you're a girl.
wss2534,og lso lM+us yxk gSA,The apple has begun to decay.
wss2536,bVyh dh jkt/kkuh jkse gSA,The capital of Italy is Rome.
wss2538,xkM+h Qksu ds [kEcs ls tkdj fHkM+ iM+hA,The car hit a telephone pole.
wss2540,pêku yxHkx fcydqy lh/kh gSA,The cliff is almost vertical.
wss2542,ml yM+dh us jksus ds vykok vkSj dqN ugha fd;kA,The girl did nothing but cry.
